"filename", "language", "Properties", "Python", "YAML", "toml", "HTML", "Markdown", "Makefile", "Docker", "comment", "blank", "total"
"/Users/xin.zhou/Documents/unfazed-eco/unfazed/unfazed/middleware/internal/errors.py", "Python", 0, 10, 0, 0, 0, 0, 0, 0, 0, 6, 16
"/Users/xin.zhou/Documents/unfazed-eco/unfazed/unfazed/openapi/__init__.py", "Python", 0, 2, 0, 0, 0, 0, 0, 0, 0, 2, 4
"/Users/xin.zhou/Documents/unfazed-eco/unfazed/unfazed/openapi/base.py", "Python", 0, 101, 0, 0, 0, 0, 0, 0, 7, 29, 137
"/Users/xin.zhou/Documents/unfazed-eco/unfazed/unfazed/openapi/endpoints.py", "Python", 0, 19, 0, 0, 0, 0, 0, 0, 0, 9, 28
"/Users/xin.zhou/Documents/unfazed-eco/unfazed/unfazed/openapi/lifespan.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/xin.zhou/Documents/unfazed-eco/unfazed/unfazed/openapi/routes.py", "Python", 0, 6, 0, 0, 0, 0, 0, 0, 0, 3, 9
"/Users/xin.zhou/Documents/unfazed-eco/unfazed/unfazed/openapi/spec.py", "Python", 0, 268, 0, 0, 0, 0, 0, 0, 10, 111, 389
"/Users/xin.zhou/Documents/unfazed-eco/unfazed/unfazed/openapi/template/index.html", "HTML", 0, 0, 0, 0, 28, 0, 0, 0, 1, 3, 32
"/Users/xin.zhou/Documents/unfazed-eco/unfazed/unfazed/openapi/utils.py", "Python", 0, 17, 0, 0, 0, 0, 0, 0, 1, 10, 28
"/Users/xin.zhou/Documents/unfazed-eco/unfazed/unfazed/orm/__init__.py", "Python", 0, 2, 0, 0, 0, 0, 0, 0, 0, 2, 4
"/Users/xin.zhou/Documents/unfazed-eco/unfazed/unfazed/orm/registry.py", "Python", 0, 23, 0, 0, 0, 0, 0, 0, 0, 7, 30
"/Users/xin.zhou/Documents/unfazed-eco/unfazed/unfazed/orm/tortoise/__init__.py", "Python", 0, 102, 0, 0, 0, 0, 0, 0, 0, 3, 105
"/Users/xin.zhou/Documents/unfazed-eco/unfazed/unfazed/orm/tortoise/backends/mysql/__init__.py", "Python", 0, 2, 0, 0, 0, 0, 0, 0, 0, 2, 4
"/Users/xin.zhou/Documents/unfazed-eco/unfazed/unfazed/orm/tortoise/backends/sqlite/__init__.py", "Python", 0, 2, 0, 0, 0, 0, 0, 0, 0, 2, 4
"/Users/xin.zhou/Documents/unfazed-eco/unfazed/unfazed/orm/tortoise/driver.py", "Python", 0, 11, 0, 0, 0, 0, 0, 0, 0, 7, 18
"/Users/xin.zhou/Documents/unfazed-eco/unfazed/unfazed/orm/tortoise/models.py", "Python", 0, 50, 0, 0, 0, 0, 0, 0, 0, 13, 63
"/Users/xin.zhou/Documents/unfazed-eco/unfazed/unfazed/orm/tortoise/relational.py", "Python", 0, 62, 0, 0, 0, 0, 0, 0, 0, 11, 73
"/Users/xin.zhou/Documents/unfazed-eco/unfazed/unfazed/protocol/__init__.py", "Python", 0, 17, 0, 0, 0, 0, 0, 0, 0, 2, 19
"/Users/xin.zhou/Documents/unfazed-eco/unfazed/unfazed/protocol/cache.py", "Python", 0, 12, 0, 0, 0, 0, 0, 0, 0, 9, 21
"/Users/xin.zhou/Documents/unfazed-eco/unfazed/unfazed/protocol/command.py", "Python", 0, 5, 0, 0, 0, 0, 0, 0, 0, 4, 9
"/Users/xin.zhou/Documents/unfazed-eco/unfazed/unfazed/protocol/conf.py", "Python", 0, 3, 0, 0, 0, 0, 0, 0, 0, 3, 6
"/Users/xin.zhou/Documents/unfazed-eco/unfazed/unfazed/protocol/lifespan.py", "Python", 0, 10, 0, 0, 0, 0, 0, 0, 0, 6, 16
"/Users/xin.zhou/Documents/unfazed-eco/unfazed/unfazed/protocol/middleware.py", "Python", 0, 8, 0, 0, 0, 0, 0, 0, 0, 4, 12
"/Users/xin.zhou/Documents/unfazed-eco/unfazed/unfazed/protocol/orm.py", "Python", 0, 9, 0, 0, 0, 0, 0, 0, 0, 6, 15
"/Users/xin.zhou/Documents/unfazed-eco/unfazed/unfazed/protocol/route.py", "Python", 0, 14, 0, 0, 0, 0, 0, 0, 0, 7, 21
"/Users/xin.zhou/Documents/unfazed-eco/unfazed/unfazed/route/__init__.py", "Python", 0, 4, 0, 0, 0, 0, 0, 0, 0, 2, 6
"/Users/xin.zhou/Documents/unfazed-eco/unfazed/unfazed/route/base.py", "Python", 0, 69, 0, 0, 0, 0, 0, 0, 0, 17, 86
"/Users/xin.zhou/Documents/unfazed-eco/unfazed/unfazed/route/params.py", "Python", 0, 38, 0, 0, 0, 0, 0, 0, 1, 34, 73
"/Users/xin.zhou/Documents/unfazed-eco/unfazed/unfazed/route/registry.py", "Python", 0, 26, 0, 0, 0, 0, 0, 0, 0, 11, 37
"/Users/xin.zhou/Documents/unfazed-eco/unfazed/unfazed/route/routing.py", "Python", 0, 348, 0, 0, 0, 0, 0, 0, 39, 99, 486
"/Users/xin.zhou/Documents/unfazed-eco/unfazed/unfazed/route/utils.py", "Python", 0, 19, 0, 0, 0, 0, 0, 0, 1, 12, 32
"/Users/xin.zhou/Documents/unfazed-eco/unfazed/unfazed/schema/__init__.py", "Python", 0, 6, 0, 0, 0, 0, 0, 0, 0, 2, 8
"/Users/xin.zhou/Documents/unfazed-eco/unfazed/unfazed/schema/cache.py", "Python", 0, 7, 0, 0, 0, 0, 0, 0, 0, 5, 12
"/Users/xin.zhou/Documents/unfazed-eco/unfazed/unfazed/schema/command.py", "Python", 0, 17, 0, 0, 0, 0, 0, 0, 0, 3, 20
"/Users/xin.zhou/Documents/unfazed-eco/unfazed/unfazed/schema/logging.py", "Python", 0, 35, 0, 0, 0, 0, 0, 0, 2, 21, 58
"/Users/xin.zhou/Documents/unfazed-eco/unfazed/unfazed/schema/openapi.py", "Python", 0, 5, 0, 0, 0, 0, 0, 0, 0, 5, 10
"/Users/xin.zhou/Documents/unfazed-eco/unfazed/unfazed/schema/orm.py", "Python", 0, 44, 0, 0, 0, 0, 0, 0, 1, 20, 65
"/Users/xin.zhou/Documents/unfazed-eco/unfazed/unfazed/template/project/{{ project_name }}/README.md", "Markdown", 0, 0, 0, 0, 0, 18, 0, 0, 0, 17, 35
"/Users/xin.zhou/Documents/unfazed-eco/unfazed/unfazed/template/project/{{ project_name }}/changelog.md", "Markdown", 0, 0, 0, 0, 0, 4, 0, 0, 0, 3, 7
"/Users/xin.zhou/Documents/unfazed-eco/unfazed/unfazed/template/project/{{ project_name }}/docs/index.md", "Markdown", 0, 0, 0, 0, 0, 3, 0, 0, 0, 3, 6
"/Users/xin.zhou/Documents/unfazed-eco/unfazed/unfazed/template/project/{{ project_name }}/mkdocs.yml", "YAML", 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/xin.zhou/Documents/unfazed-eco/unfazed/unfazed/template/project/{{ project_name }}/src/Dockerfile", "Docker", 0, 0, 0, 0, 0, 0, 0, 6, 0, 4, 10
"/Users/xin.zhou/Documents/unfazed-eco/unfazed/unfazed/template/project/{{ project_name }}/src/backend/Makefile", "Makefile", 0, 0, 0, 0, 0, 0, 13, 0, 0, 5, 18
"/Users/xin.zhou/Documents/unfazed-eco/unfazed/unfazed/template/project/{{ project_name }}/src/docker-compose.yml", "YAML", 0, 0, 28, 0, 0, 0, 0, 0, 0, 2, 30
"/Users/xin.zhou/Documents/unfazed-eco/unfazed/unfazed/type/__init__.py", "Python", 0, 12, 0, 0, 0, 0, 0, 0, 0, 2, 14
"/Users/xin.zhou/Documents/unfazed-eco/unfazed/unfazed/type/cache.py", "Python", 0, 6, 0, 0, 0, 0, 0, 0, 0, 3, 9
"/Users/xin.zhou/Documents/unfazed-eco/unfazed/unfazed/type/common.py", "Python", 0, 3, 0, 0, 0, 0, 0, 0, 0, 2, 5
"/Users/xin.zhou/Documents/unfazed-eco/unfazed/unfazed/type/conf.py", "Python", 0, 5, 0, 0, 0, 0, 0, 0, 0, 3, 8
"/Users/xin.zhou/Documents/unfazed-eco/unfazed/unfazed/type/route.py", "Python", 0, 2, 0, 0, 0, 0, 0, 0, 0, 2, 4
"/Users/xin.zhou/Documents/unfazed-eco/unfazed/unfazed/utils/__init__.py", "Python", 0, 3, 0, 0, 0, 0, 0, 0, 0, 2, 5
"/Users/xin.zhou/Documents/unfazed-eco/unfazed/unfazed/utils/locker.py", "Python", 0, 19, 0, 0, 0, 0, 0, 0, 0, 10, 29
